"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","Fence","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"120","RL",4.15888308335967,9.08817273800197,"IR1","Lvl","Inside","NridgHt","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","MetalSd","MetalSd","BrkFace",6.42486902390539,"Ex","TA","PConc","Ex","TA","No","GLQ",3.36729582998647,"Unf",7.41276401742656,1684,"Ex","Y","SBrkr",7.42952084278646,0,7.42952084278646,0,0,2,0,2,1,"Ex",6,1,"Ex","Attchd",1,"RFn",2,564,"TA","TA","Y",6.20657592672493,4.29045944114839,0,0,"Absent","7","2008","WD","Normal",266000
"160","RM",3.61091791264422,7.86057078553866,"Reg","Lvl","Inside","MeadowV","Norm","TwnhsE","2Story",5,3,1976,1976,"Gable","CemntBd","CmentBd","Absent",0,"TA","TA","CBlock","Gd","TA","No","Rec",4.86753445045558,"BLQ",5.17048399503815,536,"TA","Y","SBrkr",6.28599809450886,576,7.01481435127554,0,0,1,1,3,1,"TA",4,0,"Absent","Attchd",1,"Unf",1,336,"TA","TA","Y",5.20948615284142,0,0,0,"Absent","4","2010","WD","Normal",85000
"50","RL",4.18965474202643,8.76966250811227,"Reg","Lvl","Inside","BrkSide","RRAn","1Fam","1.5Fin",6,5,1939,1950,"Gable","MetalSd","MetalSd","Absent",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",6.880384082186,972,"Gd","Y","SBrkr",6.880384082186,605,7.36391350140582,0,0,1,0,3,1,"Fa",6,1,"Gd","Detchd",1,"Unf",1,312,"TA","TA","Y",0,0,0,0,"Absent","10","2006","WD","Normal",140200
"20","RL",4.30406509320417,9.45508884704278,"IR1","Lvl","CulDSac","NAmes","Norm","1Fam","1Story",6,8,1960,1998,"Hip","MetalSd","MetalSd","Absent",0,"TA","Gd","CBlock","TA","TA","Mn","BLQ",6.21260609575152,"Unf",6.13339804299665,958,"TA","Y","SBrkr",6.86589107488344,0,6.86589107488344,0,0,1,0,2,1,"TA",5,0,"Absent","Attchd",1,"RFn",1,301,"TA","TA","Y",0,0,0,0,"Absent","4","2007","WD","Normal",151500
"20","RL",4.30406509320417,9.77571099759397,"IR1","Lvl","Inside","NAmes","Norm","1Fam","1Story",6,5,1960,1960,"Gable","Wd Sdng","Wd Sdng","BrkFace",3.43398720448515,"TA","TA","CBlock","TA","TA","No","BLQ",7.14755927118945,"Unf",5.34233425196481,1478,"Ex","Y","FuseA",7.2991214627108,0,7.2991214627108,1,0,2,0,3,1,"TA",6,2,"Gd","Attchd",1,"Unf",2,498,"TA","TA","Y",0,3.71357206670431,0,0,"Absent","12","2009","WD","Normal",157500
"160","RL",3.61091791264422,7.80343505695217,"Reg","Lvl","Inside","NridgHt","Norm","Twnhs","2Story",7,5,2003,2004,"Gable","VinylSd","Wd Shng","Stone",4.67282883446191,"Gd","TA","PConc","Gd","TA","No","GLQ",6.35262939631957,"Unf",5.25749537202778,764,"Ex","Y","SBrkr",6.63987583382654,862,7.39449310721904,1,0,2,1,2,1,"Gd",6,0,"Absent","BuiltIn",1,"RFn",2,474,"TA","TA","Y",0,3.3322045101752,0,0,"Absent","10","2008","WD","Normal",154000
"60","RL",4.04305126783455,9.92485757827232,"IR2","Lvl","Inside","NridgHt","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CemntBd","CmentBd","BrkFace",6.7696419768525,"Ex","TA","PConc","Ex","TA","No","GLQ",7.25205395185281,"Unf",6.08449941307517,1848,"Ex","Y","SBrkr",7.52240023138712,880,7.91169052070834,1,0,2,1,4,1,"Ex",10,2,"Ex","Attchd",1,"Fin",3,706,"TA","TA","Y",0,0,0,0,"Absent","4","2006","New","Partial",437154
"120","RL",4.23410650459726,8.96456770260161,"IR1","Lvl","Inside","NridgHt","Norm","TwnhsE","1Story",9,5,2007,2007,"Hip","MetalSd","MetalSd","BrkFace",5.89440283426485,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",7.53369370984863,1869,"Ex","Y","SBrkr",7.53369370984863,0,7.53369370984863,0,0,2,0,2,1,"Ex",6,1,"Gd","Attchd",1,"RFn",2,617,"TA","TA","Y",5.35185813347607,4.00733318523247,0,0,"Absent","12","2007","New","Partial",318061
"120","RL",4.39444915467244,8.57016507618234,"IR1","Low","Inside","ClearCr","Norm","1Fam","1Story",7,5,1986,1986,"Gable","Wd Sdng","Wd Sdng","Absent",0,"TA","TA","PConc","Gd","TA","Gd","GLQ",6.98749024700099,"Unf",5.91889385427315,1453,"Gd","Y","SBrkr",7.28207365809346,0,7.28207365809346,1,0,1,1,2,1,"Gd",6,1,"TA","Attchd",1,"RFn",2,445,"TA","TA","Y",0,4.39444915467244,0,5.22035582507832,"Absent","12","2006","WD","Abnorml",190000
"50","RL",4.11087386417331,9.11437998083027,"Reg","Lvl","Inside","Edwards","Artery","1Fam","1.5Fin",5,6,1941,1950,"Gable","VinylSd","VinylSd","Absent",0,"TA","TA","CBlock","TA","Fa","Mn","LwQ",5.46806014113513,"Rec",0,616,"TA","N","SBrkr",6.42486902390539,495,7.01391547481053,0,1,1,0,3,1,"TA",5,0,"Absent","Detchd",1,"Unf",1,200,"TA","Fa","Y",3.89182029811063,0,0,0,"Absent","3","2008","ConLw","Normal",95000
"30","RM",4.11087386417331,9.05028898382796,"Reg","Lvl","Inside","OldTown","Norm","1Fam","1Story",6,8,1928,2003,"Gable","VinylSd","VinylSd","Absent",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",6.4377516497364,624,"Gd","Y","SBrkr",6.58063913728495,0,6.58063913728495,0,0,1,0,2,1,"TA",5,0,"Absent","Detchd",1,"Unf",2,484,"TA","TA","Y",4.67282883446191,0,0,0,"Absent","5","2010","WD","Normal",105900
"50","RL",4.11087386417331,9.03610602536485,"Reg","Bnk","Inside","SWISU","Norm","1Fam","1.5Fin",6,5,1940,2000,"Gable","Wd Sdng","MetalSd","Absent",0,"TA","TA","CBlock","TA","TA","No","LwQ",5.96357934361845,"Unf",6.31535800152233,940,"Ex","Y","SBrkr",7.08422642209792,403,7.37525577800975,0,0,1,0,2,1,"TA",6,2,"Gd","Attchd",1,"Unf",1,240,"TA","TA","Y",0,0,4.69134788222914,0,"Absent","6","2006","WD","Normal",140000
"20","RL",4.66343909411207,9.32812340763257,"IR2","Lvl","Inside","CollgCr","Norm","1Fam","1Story",6,5,1995,1995,"Gable","VinylSd","VinylSd","Absent",0,"Gd","Gd","PConc","Gd","Gd","No","ALQ",5.81413053182507,"BLQ",5.77765232322266,1200,"Ex","Y","SBrkr",7.09090982207998,0,7.09090982207998,1,0,2,0,3,1,"Gd",6,0,"Absent","Attchd",1,"RFn",2,521,"TA","TA","Y",0,3.29583686600433,0,0,"Absent","8","2007","WD","Normal",177500
"20","RL",4.18965474202643,9.13227071655426,"IR1","Lvl","Inside","Gilbert","Norm","1Fam","1Story",6,6,1992,1992,"Gable","HdBoard","HdBoard","BrkFace",4.67282883446191,"TA","TA","PConc","Gd","TA","No","GLQ",6.3297209055227,"Unf",6.39526159811545,1158,"Gd","Y","SBrkr",7.06304816338817,0,7.06304816338817,1,0,2,0,3,1,"Gd",6,0,"Absent","Attchd",1,"RFn",2,400,"TA","TA","Y",4.79579054559674,3.29583686600433,0,0,"Absent","7","2009","WD","Normal",173000
"120","RM",3.80666248977032,8.34877453979127,"Reg","Lvl","Inside","MeadowV","Norm","TwnhsE","1Story",5,5,1976,1976,"Gable","CemntBd","CmentBd","Absent",0,"TA","TA","PConc","Gd","TA","No","ALQ",6.77422388635761,"Unf",5.59471137960184,1142,"TA","Y","SBrkr",7.04141166379481,0,7.04141166379481,1,0,1,1,3,1,"TA",6,1,"Po","Attchd",1,"Fin",2,528,"TA","TA","Y",6.28599809450886,4.51085950651685,0,0,"MnPrv","8","2007","WD","Normal",134000
"80","RL",4.53259949315326,8.84375938191798,"IR1","Lvl","Inside","ClearCr","Norm","1Fam","SLvl",5,4,1958,1958,"Hip","Wd Sdng","ImStucc","BrkFace",4.79579054559674,"TA","TA","CBlock","TA","TA","Av","BLQ",5.70711026474888,"Rec",6.15060276844628,1062,"Ex","Y","FuseF",7.21007962817079,0,7.21007962817079,0,1,1,0,3,1,"Gd",6,0,"Absent","BuiltIn",1,"Unf",1,288,"TA","TA","Y",5.12989871492307,0,5.68697535633982,0,"Absent","7","2006","WD","Abnorml",130000
"60","RL",4.36944785246702,9.39366142910322,"IR1","Lvl","CulDSac","NoRidge","Norm","1Fam","2Story",8,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",6.27476202124194,"Gd","TA","PConc","Gd","TA","Av","GLQ",6.86380339145295,"Unf",4.87519732320115,1086,"Ex","Y","SBrkr",6.99117688712121,838,7.56268124672188,1,0,2,1,3,1,"Gd",7,1,"TA","Attchd",1,"RFn",2,592,"TA","TA","Y",5.34233425196481,4.33073334028633,0,5.92692602597041,"Absent","6","2006","WD","Normal",280000
"85","RL",4.30406509320417,8.92811007820265,"IR1","Lvl","CulDSac","Mitchel","Norm","1Fam","SFoyer",6,6,1978,1978,"Gable","VinylSd","VinylSd","Absent",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",6.65157187358973,"Unf",4.75359019110636,888,"Ex","Y","SBrkr",6.81673588059497,0,6.81673588059497,1,0,1,0,2,1,"TA",5,1,"TA","Attchd",1,"RFn",2,470,"TA","TA","Y",0,0,0,5.26269018890489,"MnPrv","6","2007","WD","Normal",156000
"50","RL",3.97029191355212,9.12096256082497,"Reg","Lvl","Inside","BrkSide","Norm","1Fam","1.5Fin",5,5,1940,1982,"Gable","MetalSd","MetalSd","Absent",0,"TA","TA","CBlock","TA","TA","No","Rec",5.99146454710798,"Unf",6.18414889093748,883,"Gd","Y","SBrkr",6.89669433162271,517,7.31721240835984,1,0,1,0,3,1,"TA",8,0,"Absent","Detchd",1,"Unf",1,240,"TA","TA","N",0,0,0,0,"Absent","7","2008","WD","Normal",145000
"85","RL",4.17438726989564,8.89590356221558,"Reg","Lvl","Corner","Edwards","Norm","1Fam","SFoyer",7,5,2003,2003,"Gable","HdBoard","HdBoard","BrkFace",6.21660610108486,"Gd","TA","Slab","Absent","Absent","Absent","Absent",0,"Absent",0,0,"Ex","Y","SBrkr",6.20657592672493,1427,7.56164174558878,0,0,3,0,4,1,"Gd",7,1,"Ex","BuiltIn",1,"RFn",2,672,"TA","TA","Y",0,0,5.18178355029209,0,"Absent","7","2009","ConLD","Normal",198500
"160","RM",3.09104245335832,7.42714413340862,"Reg","Lvl","Inside","BrDale","Norm","Twnhs","2Story",6,8,1972,2007,"Gable","HdBoard","HdBoard","BrkFace",6.2363695902037,"TA","TA","CBlock","TA","TA","No","ALQ",5.09375020080676,"Unf",5.77455154554441,483,"Gd","Y","SBrkr",6.18208490671663,504,6.89568269774787,0,0,1,1,2,1,"Gd",5,0,"Absent","Detchd",1,"Unf",1,264,"TA","TA","Y",5.52545293913178,0,0,0,"Absent","5","2009","WD","Normal",118000
"60","RL",4.39444915467244,9.84166533889278,"IR1","Lvl","FR2","NWAmes","Norm","1Fam","2Story",6,5,1976,1976,"Gable","HdBoard","HdBoard","BrkFace",4.79579054559674,"TA","TA","PConc","Gd","TA","Mn","GLQ",6.5694814204143,"Unf",4.44265125649032,796,"TA","Y","SBrkr",6.67329796776765,784,7.36201055125973,1,0,2,1,3,1,"TA",6,1,"TA","Attchd",1,"Fin",2,566,"TA","TA","Y",5.7268477475872,4.71849887129509,0,0,"Absent","7","2006","WD","Normal",190000
"70","RM",4.0943445622221,9.2771575450135,"Reg","Lvl","Inside","IDOTRR","Norm","1Fam","2Story",5,7,1920,1997,"Hip","VinylSd","VinylSd","Absent",0,"TA","Gd","CBlock","TA","Fa","No","Rec",6.12468339089421,"Unf",5.37989735354046,672,"Gd","Y","FuseA",6.51174532964473,672,7.20414929203594,0,0,1,0,3,1,"TA",6,0,"Absent","Detchd",1,"Unf",1,468,"TA","Fa","Y",0,4.85981240436167,5.3890717298165,0,"Absent","7","2009","WD","Normal",147000
"20","RL",4.30406509320417,9.15915233520675,"IR1","Lvl","Inside","NAmes","Norm","1Fam","1Story",6,5,1963,1963,"Gable","Plywood","Plywood","BrkFace",5.51342874616498,"TA","TA","CBlock","Gd","TA","No","BLQ",6.41345895716736,"Unf",6.66695679242921,1394,"Gd","Y","SBrkr",7.24064969425547,0,7.24064969425547,1,0,1,1,3,1,"TA",6,2,"Gd","Attchd",1,"RFn",2,514,"TA","TA","Y",0,4.34380542185368,0,5.2257466737132,"Absent","7","2009","WD","Normal",159000
"80","RL",4.62497281328427,9.12161844191538,"IR1","Lvl","Corner","NAmes","Norm","1Fam","SLvl",6,5,1962,1962,"Gable","Plywood","Plywood","BrkFace",5.72358510195238,"TA","TA","CBlock","Gd","TA","Gd","GLQ",5.91889385427315,"Unf",6.59167373200866,1099,"Gd","Y","SBrkr",7.26682734752059,0,7.26682734752059,0,1,1,0,3,1,"TA",6,1,"Gd","Basment",1,"RFn",1,296,"TA","TA","Y",4.17438726989564,4.70953020131233,0,0,"Absent","12","2008","WD","Normal",165000
"20","RL",4.36944785246702,8.96200720958831,"Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story",5,6,1954,1954,"Gable","HdBoard","HdBoard","BrkFace",5.30330490805908,"TA","TA","PConc","TA","TA","No","LwQ",6.29341927884648,"Unf",6.59167373200866,1268,"Gd","Y","SBrkr",7.14598446771439,0,7.14598446771439,0,0,1,0,2,1,"TA",7,1,"Gd","Attchd",1,"Fin",1,244,"TA","TA","Y",0,4.59511985013459,0,0,"Absent","3","2010","WD","Normal",132000
"20","RL",4.30406509320417,9.19329593736692,"IR1","Lvl","Corner","NAmes","Norm","1Fam","1Story",5,7,1959,2006,"Gable","Wd Sdng","Wd Sdng","Absent",0,"TA","Gd","CBlock","TA","TA","No","ALQ",4.29045944114839,"Rec",6.59850902861452,1063,"Ex","Y","SBrkr",7.1608459066643,0,7.1608459066643,1,0,1,0,3,1,"Gd",7,1,"Gd","Detchd",1,"Fin",2,576,"TA","TA","Y",5.89989735358249,2.89037175789616,0,5.20948615284142,"Absent","3","2010","WD","Normal",162000
"60","RL",4.18965474202643,9.00233170824624,"IR1","Lvl","Inside","Gilbert","Norm","1Fam","2Story",6,5,2000,2000,"Gable","VinylSd","VinylSd","Absent",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",6.86066367144829,953,"Ex","Y","SBrkr",6.86066367144829,711,7.41758040241454,0,0,2,1,3,1,"TA",7,1,"TA","Attchd",1,"RFn",2,460,"TA","TA","Y",4.61512051684126,3.71357206670431,0,0,"Absent","1","2006","WD","Normal",172400
"50","RL",4.39444915467244,9.74806105920482,"Reg","Lvl","Inside","ClearCr","Feedr","1Fam","1.5Fin",4,4,1959,1959,"Gable","WdShing","Plywood","Absent",0,"TA","TA","CBlock","Absent","Absent","Absent","Absent",0,"Absent",0,0,"TA","Y","SBrkr",7.02197642307216,468,7.37086016653672,0,0,2,0,4,1,"TA",7,1,"Gd","Detchd",1,"Fin",2,680,"TA","TA","N",0,4.0943445622221,0,0,"Absent","7","2008","WD","Normal",134432
"120","RL",3.93182563272433,8.87849740373863,"Reg","Lvl","Inside","SawyerW","Norm","TwnhsE","1Story",6,5,1984,1984,"Gable","Plywood","Plywood","Absent",0,"TA","TA","CBlock","Gd","TA","No","ALQ",6.43615036836943,"LwQ",0,744,"TA","Y","SBrkr",6.62406522779989,0,6.62406522779989,1,0,1,0,2,1,"TA",4,0,"Absent","Attchd",1,"Unf",1,264,"TA","TA","Y",5.86929691313377,0,0,4.51085950651685,"MnPrv","2","2010","WD","Normal",125000
"20","RL",4.38202663467388,9.27190572763434,"Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story",5,6,1953,1953,"Gable","MetalSd","MetalSd","Absent",0,"TA","TA","PConc","TA","TA","No","BLQ",6.06145691892802,"LwQ",0,608,"TA","Y","SBrkr",7.18538701558042,0,7.18538701558042,1,0,1,0,3,1,"TA",5,0,"Absent","Attchd",1,"Unf",1,270,"TA","TA","Y",4.20469261939097,0,0,0,"GdWo","11","2009","WD","Normal",123000
"60","RL",4.18965474202643,9.01201137703641,"Reg","Lvl","Inside","CollgCr","Norm","1Fam","2Story",7,5,2003,2004,"Gable","VinylSd","VinylSd","Absent",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",6.7428806357919,847,"Ex","Y","SBrkr",6.7428806357919,1081,7.56475701290573,0,0,2,1,4,1,"Gd",8,1,"Gd","BuiltIn",1,"Fin",2,434,"TA","TA","Y",4.61512051684126,3.89182029811063,0,0,"Absent","7","2007","WD","Normal",219500
"30","RL",4.19720194766181,9.21243817005833,"IR1","Low","Inside","Edwards","Norm","1Fam","1Story",1,1,1922,1950,"Gable","Wd Sdng","Wd Sdng","Absent",0,"Fa","Fa","BrkTil","Fa","Po","Gd","BLQ",5.86078622346587,"Unf",5.8111409929767,683,"Gd","N","FuseA",6.80793494369993,0,6.80793494369993,1,0,0,1,1,1,"Fa",4,0,"Absent","Absent",0,"Absent",0,0,"Absent","Absent","Y",0,0,0,0,"Absent","3","2009","WD","Normal",61000
"85","RL",4.06044301054642,9.08783369748339,"IR1","Lvl","CulDSac","CollgCr","Norm","1Fam","SFoyer",5,5,1996,1996,"Gable","VinylSd","VinylSd","Absent",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",5.70044357339069,"Unf",6.35088571671474,870,"Ex","Y","SBrkr",6.81892406527552,0,6.81892406527552,0,0,1,0,2,1,"TA",5,0,"Absent","Detchd",1,"Unf",2,576,"TA","TA","Y",0,0,0,0,"Absent","7","2006","WD","Normal",148000
"60","FV",4.63472898822964,9.31865651545964,"IR1","Lvl","Corner","Somerst","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CemntBd","CmentBd","Absent",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",7.36581283720947,1580,"Ex","Y","SBrkr",7.36581283720947,886,7.81075811652936,0,0,3,0,4,1,"Gd",8,1,"Gd","Attchd",1,"RFn",2,610,"TA","TA","Y",5.07517381523383,5.37063802812766,0,0,"Absent","12","2007","WD","Normal",340000
"20","RL",4.48863636973214,9.34092994167978,"Reg","Lvl","Corner","StoneBr","Norm","1Fam","1Story",9,2,2010,2010,"Hip","VinylSd","VinylSd","Stone",5.86078622346587,"Gd","TA","PConc","Ex","TA","Av","GLQ",7.27655640271871,"Unf",6.02102334934953,1856,"Ex","Y","SBrkr",7.52671756135271,0,7.52671756135271,1,0,1,1,1,1,"Ex",8,1,"Ex","Attchd",1,"Fin",3,834,"TA","TA","Y",4.7361984483945,0,0,0,"Absent","6","2010","New","Partial",394432
"60","RL",4.11087386417331,9.00257792270028,"IR1","Lvl","Inside","Gilbert","RRAn","1Fam","2Story",6,5,2000,2000,"Gable","VinylSd","VinylSd","BrkFace",2.83321334405622,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",6.89060912014717,982,"Ex","Y","SBrkr",6.91572344863131,793,7.49609734517596,0,0,2,1,3,1,"TA",7,1,"TA","Attchd",1,"Fin",2,463,"TA","TA","Y",4.61512051684126,4.15888308335967,0,0,"Absent","6","2009","WD","Normal",179000
"50","RL",3.93182563272433,8.5173931714189,"Reg","Lvl","Inside","SWISU","Norm","1Fam","1.5Fin",5,6,1924,1950,"Gable","BrkFace","Wd Sdng","Absent",0,"TA","TA","BrkTil","TA","TA","No","LwQ",5.3890717298165,"Unf",6.69579891705849,1026,"TA","Y","SBrkr",6.93439720992856,665,7.43366654016617,0,0,2,0,3,1,"Gd",6,1,"Gd","Detchd",1,"Unf",1,308,"TA","TA","Y",0,0,5.49306144334055,0,"Absent","5","2010","WD","Normal",127000
"20","FV",4.11087386417331,8.88197518424887,"Reg","Lvl","Inside","Somerst","Norm","1Fam","1Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","Absent",0,"Gd","TA","PConc","Gd","Gd","No","Unf",0,"Unf",7.16549347506085,1293,"Ex","Y","SBrkr",7.17165682276851,0,7.17165682276851,1,0,2,0,2,1,"Gd",5,1,"Gd","Attchd",1,"RFn",2,572,"TA","TA","Y",5.37989735354046,4.80402104473326,0,0,"Absent","8","2006","New","Partial",187750
"60","RL",4.38202663467388,9.13194630454817,"IR1","Lvl","Inside","CollgCr","Norm","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","Absent",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",6.84587987526405,939,"Ex","Y","SBrkr",6.84587987526405,858,7.49443021503157,0,0,2,1,3,1,"Gd",8,0,"Absent","Attchd",1,"RFn",2,639,"TA","TA","Y",4.97673374242057,3.98898404656427,0,0,"Absent","4","2007","WD","Normal",213500
"45","RH",4.11087386417331,9.10509096125709,"Reg","Lvl","Corner","SawyerW","Norm","1Fam","1.5Unf",6,3,1928,1950,"Gable","Wd Sdng","Wd Sdng","Absent",0,"TA","TA","BrkTil","Fa","Fa","No","Unf",0,"Unf",6.66568371778241,784,"TA","N","FuseA",6.66568371778241,0,6.66568371778241,0,0,1,0,2,1,"TA",5,0,"Absent","Detchd",1,"Unf",2,360,"Fa","Fa","N",0,0,4.52178857704904,0,"Absent","10","2009","WD","Normal",76000
"60","RL",4.39444915467244,10.8800828550158,"IR2","Low","Corner","ClearCr","Feedr","1Fam","2Story",6,5,1992,1992,"Gable","HdBoard","HdBoard","Absent",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",6.89365635460264,"Unf",6.39024066706535,1580,"Ex","Y","SBrkr",6.98471632011827,874,7.57763383260273,1,0,2,1,3,1,"Gd",9,2,"Fa","Attchd",1,"Fin",2,501,"TA","TA","Y",5.37989735354046,5.44673737166631,0,0,"Absent","6","2007","WD","Normal",240000
"120","RL",3.78418963391826,8.06557942728209,"Reg","Lvl","Inside","Blmngtn","Norm","TwnhsE","1Story",8,5,2004,2005,"Gable","VinylSd","VinylSd","BrkFace",2.83321334405622,"Gd","TA","PConc","Gd","TA","No","GLQ",3.2188758248682,"Unf",7.11720550316434,1256,"Ex","Y","SBrkr",7.14677217945264,0,7.14677217945264,0,0,2,0,2,1,"Gd",6,1,"TA","Attchd",1,"Fin",2,430,"TA","TA","Y",4.99043258677874,3.04452243772342,0,4.97673374242057,"Absent","4","2010","WD","Normal",192000
"50","RL",4.07753744390572,9.03729565196244,"Reg","Lvl","FR2","Edwards","Feedr","1Fam","1.5Fin",5,3,1910,1996,"Gambrel","Wd Sdng","VinylSd","Absent",0,"TA","Fa","PConc","TA","TA","No","Unf",0,"Unf",6.49072353450251,658,"TA","Y","SBrkr",6.49072353450251,526,7.07749805356923,0,0,1,0,5,1,"TA",8,0,"Absent","Absent",0,"Absent",0,0,"Absent","Absent","N",0,5.02388052084628,0,0,"Absent","5","2006","WD","AdjLand",81000
"80","RL",4.29045944114839,8.88197518424887,"Reg","Lvl","Inside","Edwards","Norm","1Fam","SLvl",6,6,1976,1976,"Hip","MetalSd","MetalSd","BrkFace",5.54517744447956,"TA","TA","CBlock","TA","TA","Av","ALQ",6.44888939414686,"Unf",6.01859321449623,1041,"Ex","Y","SBrkr",7.02642680869964,0,7.02642680869964,1,0,1,0,3,1,"TA",6,1,"Fa","Detchd",1,"Unf",1,352,"TA","TA","Y",5.6937321388027,0,0,0,"GdWo","10","2009","WD","Abnorml",125000
"20","RL",4.54329478227,9.14665482029005,"IR1","Lvl","CulDSac","CollgCr","Norm","1Fam","1Story",7,5,1999,2000,"Gable","VinylSd","VinylSd","BrkFace",4.83628190695148,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",7.29233717617388,1468,"Ex","Y","SBrkr",7.29979736675816,0,7.29979736675816,0,0,2,0,3,1,"Gd",6,0,"Absent","Attchd",1,"RFn",2,577,"TA","TA","Y",4.79579054559674,3.25809653802148,0,0,"Absent","7","2008","WD","Normal",191000
"60","RL",4.57471097850338,9.43148192061972,"Reg","Lvl","Inside","NridgHt","Norm","1Fam","2Story",10,5,2007,2008,"Gable","VinylSd","VinylSd","Stone",5.60947179518496,"Ex","TA","PConc","Ex","TA","Av","GLQ",7.15539630189673,"Unf",5.99893656194668,1682,"Ex","Y","SBrkr",7.46336304552002,590,7.75491027202143,1,0,2,1,3,1,"Ex",9,1,"Ex","BuiltIn",1,"Fin",3,846,"TA","TA","Y",5.28320372873799,4.90527477843843,0,0,"Absent","8","2008","New","Partial",426000
"50","RL",3.93182563272433,9.03670101556506,"Reg","Lvl","Inside","Edwards","Norm","1Fam","1.5Fin",5,8,1900,1950,"Gable","MetalSd","MetalSd","Absent",0,"TA","TA","BrkTil","TA","Gd","No","Rec",5.48893772615669,"BLQ",5.4380793089232,861,"Ex","Y","SBrkr",6.86901445066571,406,7.2211050981825,1,0,1,0,4,1,"TA",7,0,"Absent","Detchd",1,"Unf",1,384,"TA","TA","Y",0,4.87519732320115,4.72738781871234,0,"MnPrv","4","2008","WD","Normal",119000
"60","RL",4.27666611901606,9.41001056710475,"IR1","Lvl","CulDSac","Mitchel","Norm","1Fam","2Story",6,5,2001,2002,"Gable","VinylSd","VinylSd","Absent",0,"TA","TA","PConc","Ex","TA","No","ALQ",6.53813982376767,"Unf",4.74493212836325,804,"Ex","Y","SBrkr",6.69084227741856,1157,7.58171964012531,1,0,2,1,3,1,"Gd",7,1,"TA","BuiltIn",1,"Fin",2,560,"TA","TA","Y",4.83628190695148,5.26269018890489,0,0,"Absent","6","2009","WD","Normal",215000
"20","RL",4.30406509320417,9.02881849535279,"IR1","Lvl","Inside","NAmes","Norm","1Fam","1Story",5,7,1959,1959,"Gable","MetalSd","MetalSd","Absent",0,"TA","TA","Slab","Absent","Absent","Absent","Absent",0,"Absent",0,0,"TA","Y","SBrkr",6.78332520060396,0,6.78332520060396,0,0,1,0,3,1,"TA",5,0,"Absent","Attchd",1,"RFn",1,294,"TA","TA","Y",0,0,0,0,"MnPrv","7","2007","WD","Normal",106500
"30","RL",3.97029191355212,8.91556654571064,"Reg","Lvl","Corner","BrkSide","Feedr","1Fam","1Story",4,5,1941,1950,"Gable","WdShing","Wd Shng","Absent",0,"TA","TA","CBlock","TA","TA","No","Rec",5.58724865840025,"Unf",6.25958146406492,788,"TA","Y","FuseA",6.67076632084587,0,6.67076632084587,0,0,1,0,2,1,"TA",4,2,"TA","Absent",0,"Absent",0,0,"Absent","Absent","Y",0,0,0,0,"GdWo","4","2006","WD","Abnorml",100000
"50","RL",4.11087386417331,9.2237500588861,"Reg","Lvl","Inside","OldTown","Norm","1Fam","1.5Fin",5,6,1940,1950,"Gable","MetalSd","MetalSd","Absent",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",6.60123011872888,735,"Gd","Y","FuseA",6.60123011872888,299,6.94215670569947,0,0,1,0,2,1,"TA",5,0,"Absent","Detchd",1,"Unf",1,240,"TA","TA","Y",0,3.68887945411394,0,0,"Absent","7","2007","WD","Normal",109000
